transaction_date,year_transacted,month_transacted,town,is_mature,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2017-02,2017,2,PUNGGOL,N,4 ROOM,289D,PUNGGOL PL,07 TO 09,96,Premium Apartment,2013,95 years 01 month,95,1,95.08,500000
2017-02,2017,2,PUNGGOL,N,4 ROOM,614B,EDGEFIELD PLAINS,16 TO 18,92,Model A,2012,94 years 10 months,94,10,94.83,501800
2017-02,2017,2,PUNGGOL,N,4 ROOM,288C,PUNGGOL PL,10 TO 12,98,Premium Apartment,2013,95 years 01 month,95,1,95.08,515000
2017-02,2017,2,PUNGGOL,N,4 ROOM,267B,PUNGGOL FIELD,07 TO 09,99,Premium Apartment,2013,94 years 11 months,94,11,94.92,516000
2017-02,2017,2,PUNGGOL,N,4 ROOM,269C,PUNGGOL FIELD,07 TO 09,99,Premium Apartment,2013,94 years 11 months,94,11,94.92,518000
2017-02,2017,2,PUNGGOL,N,4 ROOM,274C,PUNGGOL PL,07 TO 09,93,Premium Apartment,2013,95 years 05 months,95,5,95.42,525000
2017-02,2017,2,PUNGGOL,N,4 ROOM,288C,PUNGGOL PL,13 TO 15,98,Premium Apartment,2013,95 years 01 month,95,1,95.08,535000
2017-02,2017,2,PUNGGOL,N,5 ROOM,267A,PUNGGOL FIELD,04 TO 06,115,Premium Apartment,2013,94 years 11 months,94,11,94.92,528000
2017-02,2017,2,PUNGGOL,N,5 ROOM,617B,PUNGGOL DR,10 TO 12,120,Premium Apartment,2013,95 years 07 months,95,7,95.58,546888
2017-02,2017,2,PUNGGOL,N,5 ROOM,269C,PUNGGOL FIELD,04 TO 06,112,Premium Apartment,2013,94 years 11 months,94,11,94.92,568000
2017-02,2017,2,PUNGGOL,N,5 ROOM,269C,PUNGGOL FIELD,07 TO 09,112,Premium Apartment,2013,94 years 11 months,94,11,94.92,570000
2017-02,2017,2,PUNGGOL,N,5 ROOM,267C,PUNGGOL FIELD,04 TO 06,113,Premium Apartment,2013,94 years 11 months,94,11,94.92,590000
2017-02,2017,2,PUNGGOL,N,5 ROOM,288A,PUNGGOL PL,13 TO 15,113,Premium Apartment,2013,95 years 01 month,95,1,95.08,595000
2017-02,2017,2,PUNGGOL,N,5 ROOM,268A,PUNGGOL FIELD,13 TO 15,113,Premium Apartment,2013,95 years,95,0,95,636000
2017-02,2017,2,QUEENSTOWN,Y,4 ROOM,23,GHIM MOH LINK,01 TO 03,87,Model A,2013,95 years 02 months,95,2,95.17,588000
2017-02,2017,2,QUEENSTOWN,Y,4 ROOM,28C,DOVER CRES,04 TO 06,95,Model A,2012,94 years 01 month,94,1,94.08,660000
2017-02,2017,2,QUEENSTOWN,Y,4 ROOM,28C,DOVER CRES,04 TO 06,95,Model A,2012,94 years 01 month,94,1,94.08,700000
2017-02,2017,2,QUEENSTOWN,Y,4 ROOM,89,TANGLIN HALT RD,22 TO 24,90,Model A,2008,90 years 06 months,90,6,90.5,728000
2017-02,2017,2,QUEENSTOWN,Y,4 ROOM,22,GHIM MOH LINK,10 TO 12,92,Model A,2013,95 years 02 months,95,2,95.17,740000
2017-02,2017,2,QUEENSTOWN,Y,4 ROOM,28B,DOVER CRES,31 TO 33,88,Model A,2012,94 years 02 months,94,2,94.17,743000
2017-02,2017,2,QUEENSTOWN,Y,4 ROOM,18C,HOLLAND DR,19 TO 21,92,Model A,2012,94 years 07 months,94,7,94.58,780000
2017-02,2017,2,QUEENSTOWN,Y,5 ROOM,28D,DOVER CRES,07 TO 09,124,Improved,2012,94 years 01 month,94,1,94.08,873000
2017-02,2017,2,SEMBAWANG,N,4 ROOM,490,ADMIRALTY LINK,10 TO 12,94,Model A,2010,92 years 06 months,92,6,92.5,366000
2017-02,2017,2,SEMBAWANG,N,4 ROOM,489,ADMIRALTY LINK,13 TO 15,96,Model A,2010,92 years 06 months,92,6,92.5,390000
2017-02,2017,2,SENGKANG,N,2 ROOM,210C,COMPASSVALE LANE,04 TO 06,48,Model A,2013,95 years,95,0,95,265000
2017-02,2017,2,SENGKANG,N,3 ROOM,441A,FERNVALE RD,16 TO 18,69,Model A,2012,94 years 01 month,94,1,94.08,360000
2017-02,2017,2,SENGKANG,N,3 ROOM,436B,FERNVALE RD,13 TO 15,69,Model A,2010,92 years 01 month,92,1,92.08,365000
2017-02,2017,2,SENGKANG,N,3 ROOM,439B,SENGKANG WEST AVE,13 TO 15,69,Model A,2011,93 years,93,0,93,370000
2017-02,2017,2,SENGKANG,N,4 ROOM,441C,FERNVALE RD,13 TO 15,93,Model A,2012,94 years,94,0,94,405000
2017-02,2017,2,SENGKANG,N,4 ROOM,411A,FERNVALE RD,04 TO 06,95,Premium Apartment,2012,94 years 09 months,94,9,94.75,406000
2017-02,2017,2,SENGKANG,N,4 ROOM,211D,COMPASSVALE LANE,13 TO 15,95,Model A,2013,95 years,95,0,95,410000
2017-02,2017,2,SENGKANG,N,4 ROOM,270A,SENGKANG CTRL,04 TO 06,93,Premium Apartment,2010,92 years 03 months,92,3,92.25,412000
2017-02,2017,2,SENGKANG,N,4 ROOM,443C,FERNVALE RD,13 TO 15,94,Model A,2012,94 years 09 months,94,9,94.75,415000
2017-02,2017,2,SENGKANG,N,4 ROOM,439A,SENGKANG WEST AVE,07 TO 09,94,Model A,2011,93 years,93,0,93,420000
2017-02,2017,2,SENGKANG,N,4 ROOM,443C,FERNVALE RD,10 TO 12,94,Model A,2012,94 years 09 months,94,9,94.75,422000
2017-02,2017,2,SENGKANG,N,4 ROOM,211A,COMPASSVALE LANE,04 TO 06,93,Model A,2013,95 years,95,0,95,422888
2017-02,2017,2,SENGKANG,N,4 ROOM,410A,FERNVALE RD,16 TO 18,96,Premium Apartment,2012,94 years 09 months,94,9,94.75,425000
2017-02,2017,2,SENGKANG,N,4 ROOM,434B,FERNVALE RD,07 TO 09,94,Premium Apartment,2013,95 years 04 months,95,4,95.33,435000
2017-02,2017,2,SENGKANG,N,4 ROOM,435B,FERNVALE RD,07 TO 09,94,Premium Apartment,2013,95 years 04 months,95,4,95.33,443888
2017-02,2017,2,SENGKANG,N,4 ROOM,212C,COMPASSVALE DR,04 TO 06,95,Premium Apartment,2012,94 years 08 months,94,8,94.67,445000
2017-02,2017,2,SENGKANG,N,4 ROOM,410A,FERNVALE RD,22 TO 24,96,Premium Apartment,2012,94 years 09 months,94,9,94.75,445000
2017-02,2017,2,SENGKANG,N,4 ROOM,435B,FERNVALE RD,19 TO 21,94,Premium Apartment,2013,95 years 04 months,95,4,95.33,448000
2017-02,2017,2,SENGKANG,N,4 ROOM,275B,COMPASSVALE LINK,13 TO 15,92,Premium Apartment,2009,91 years 04 months,91,4,91.33,460000
2017-02,2017,2,SENGKANG,N,4 ROOM,265A,COMPASSVALE LINK,04 TO 06,92,Premium Apartment,2008,90 years 03 months,90,3,90.25,475000
2017-02,2017,2,SENGKANG,N,4 ROOM,272C,SENGKANG CTRL,10 TO 12,90,Premium Apartment,2009,91 years 11 months,91,11,91.92,488000
2017-02,2017,2,SENGKANG,N,4 ROOM,264D,COMPASSVALE BOW,16 TO 18,92,Premium Apartment,2008,90 years 03 months,90,3,90.25,500000
2017-02,2017,2,SENGKANG,N,4 ROOM,277A,COMPASSVALE LINK,07 TO 09,90,Premium Apartment,2009,91 years 04 months,91,4,91.33,500000
2017-02,2017,2,SENGKANG,N,4 ROOM,273C,COMPASSVALE LINK,07 TO 09,90,Premium Apartment,2009,91 years 06 months,91,6,91.5,520000
2017-02,2017,2,SENGKANG,N,4 ROOM,275B,COMPASSVALE LINK,10 TO 12,90,Premium Apartment,2009,91 years 04 months,91,4,91.33,542888
2017-02,2017,2,SENGKANG,N,5 ROOM,212A,COMPASSVALE DR,04 TO 06,115,Premium Apartment,2012,94 years 08 months,94,8,94.67,535000
2017-02,2017,2,SENGKANG,N,5 ROOM,434B,FERNVALE RD,22 TO 24,113,Premium Apartment,2013,95 years 04 months,95,4,95.33,535000
2017-02,2017,2,TAMPINES,Y,4 ROOM,167D,SIMEI LANE,07 TO 09,94,DBSS,2011,93 years 11 months,93,11,93.92,605000
2017-02,2017,2,TAMPINES,Y,5 ROOM,518B,TAMPINES CTRL 7,04 TO 06,108,DBSS,2008,90 years 10 months,90,10,90.83,670000
2017-02,2017,2,TAMPINES,Y,5 ROOM,167B,SIMEI LANE,04 TO 06,110,DBSS,2011,93 years 11 months,93,11,93.92,680000
2017-02,2017,2,TAMPINES,Y,5 ROOM,167A,SIMEI LANE,07 TO 09,111,DBSS,2011,93 years 11 months,93,11,93.92,710000
2017-02,2017,2,TOA PAYOH,Y,4 ROOM,79B,TOA PAYOH CTRL,10 TO 12,92,Model A,2009,91 years 02 months,91,2,91.17,650000
2017-02,2017,2,TOA PAYOH,Y,5 ROOM,79C,TOA PAYOH CTRL,16 TO 18,110,Improved,2009,91 years 02 months,91,2,91.17,880000
2017-02,2017,2,YISHUN,N,4 ROOM,452,YISHUN RING RD,01 TO 03,92,Model A,2012,94 years 06 months,94,6,94.5,343000
2017-02,2017,2,YISHUN,N,4 ROOM,455,YISHUN ST 41,07 TO 09,93,Model A,2013,95 years 06 months,95,6,95.5,400000
2017-02,2017,2,YISHUN,N,4 ROOM,451,YISHUN RING RD,04 TO 06,92,Model A,2012,94 years 07 months,94,7,94.58,403000
2017-02,2017,2,YISHUN,N,4 ROOM,452,YISHUN RING RD,10 TO 12,92,Model A,2012,94 years 06 months,94,6,94.5,405000
2017-02,2017,2,YISHUN,N,4 ROOM,456,YISHUN ST 41,10 TO 12,93,Model A,2013,95 years 06 months,95,6,95.5,408000
2017-02,2017,2,YISHUN,N,4 ROOM,445,YISHUN AVE 11,13 TO 15,97,Model A,2012,94 years 05 months,94,5,94.42,460000
2017-02,2017,2,YISHUN,N,4 ROOM,443,YISHUN AVE 11,10 TO 12,97,Model A,2012,94 years 05 months,94,5,94.42,462500
2017-03,2017,3,ANG MO KIO,Y,4 ROOM,307C,ANG MO KIO AVE 1,16 TO 18,88,Model A,2012,94 years 06 months,94,6,94.5,630000
2017-03,2017,3,ANG MO KIO,Y,4 ROOM,588A,ANG MO KIO ST 52,07 TO 09,90,DBSS,2011,93 years 05 months,93,5,93.42,690000
2017-03,2017,3,ANG MO KIO,Y,5 ROOM,588B,ANG MO KIO ST 52,10 TO 12,112,DBSS,2011,93 years 05 months,93,5,93.42,756800
2017-03,2017,3,ANG MO KIO,Y,5 ROOM,588C,ANG MO KIO ST 52,13 TO 15,120,DBSS,2011,93 years 05 months,93,5,93.42,838000
2017-03,2017,3,ANG MO KIO,Y,5 ROOM,588C,ANG MO KIO ST 52,07 TO 09,117,DBSS,2011,93 years 05 months,93,5,93.42,844000
2017-03,2017,3,ANG MO KIO,Y,5 ROOM,588C,ANG MO KIO ST 52,28 TO 30,117,DBSS,2011,93 years 04 months,93,4,93.33,920000
2017-03,2017,3,BEDOK,Y,3 ROOM,221B,BEDOK CTRL,16 TO 18,69,Model A,2010,92 years 02 months,92,2,92.17,488000
2017-03,2017,3,BEDOK,Y,4 ROOM,221A,BEDOK CTRL,04 TO 06,94,Model A,2010,92 years 02 months,92,2,92.17,600000
2017-03,2017,3,BEDOK,Y,4 ROOM,221C,BEDOK CTRL,01 TO 03,97,Model A,2010,92 years 02 months,92,2,92.17,640000
2017-03,2017,3,BISHAN,Y,5 ROOM,273A,BISHAN ST 24,01 TO 03,120,DBSS,2011,93 years 05 months,93,5,93.42,810000
2017-03,2017,3,BISHAN,Y,5 ROOM,273B,BISHAN ST 24,16 TO 18,120,DBSS,2011,93 years 06 months,93,6,93.5,935000
2017-03,2017,3,BISHAN,Y,5 ROOM,273A,BISHAN ST 24,28 TO 30,120,DBSS,2011,93 years 05 months,93,5,93.42,985000
2017-03,2017,3,BISHAN,Y,5 ROOM,275A,BISHAN ST 24,31 TO 33,120,DBSS,2011,93 years 05 months,93,5,93.42,1000000
2017-03,2017,3,BUKIT MERAH,Y,3 ROOM,55,HAVELOCK RD,13 TO 15,69,Model A,2013,95 years 02 months,95,2,95.17,480000
2017-03,2017,3,BUKIT MERAH,Y,3 ROOM,26D,JLN MEMBINA,13 TO 15,60,Model A,2009,90 years 10 months,90,10,90.83,505000
2017-03,2017,3,BUKIT MERAH,Y,3 ROOM,80C,TELOK BLANGAH ST 31,37 TO 39,68,Premium Apartment,2013,95 years 05 months,95,5,95.42,580000
2017-03,2017,3,BUKIT MERAH,Y,3 ROOM,80C,TELOK BLANGAH ST 31,37 TO 39,68,Premium Apartment,2013,95 years 05 months,95,5,95.42,595000
2017-03,2017,3,BUKIT MERAH,Y,4 ROOM,27A,JLN MEMBINA,13 TO 15,90,Model A,2008,90 years 09 months,90,9,90.75,683000
2017-03,2017,3,BUKIT MERAH,Y,4 ROOM,80A,TELOK BLANGAH ST 31,13 TO 15,95,Premium Apartment,2013,95 years 05 months,95,5,95.42,708000
2017-03,2017,3,BUKIT MERAH,Y,4 ROOM,55,HAVELOCK RD,04 TO 06,89,Model A,2013,95 years 02 months,95,2,95.17,735000
2017-03,2017,3,BUKIT MERAH,Y,4 ROOM,126C,KIM TIAN RD,25 TO 27,87,Model A,2013,94 years 11 months,94,11,94.92,750000
2017-03,2017,3,BUKIT MERAH,Y,4 ROOM,52,HAVELOCK RD,13 TO 15,94,Model A,2013,95 years 02 months,95,2,95.17,768000
2017-03,2017,3,BUKIT MERAH,Y,4 ROOM,80A,TELOK BLANGAH ST 31,31 TO 33,95,Premium Apartment,2013,95 years 06 months,95,6,95.5,780000
2017-03,2017,3,BUKIT MERAH,Y,4 ROOM,80A,TELOK BLANGAH ST 31,19 TO 21,95,Premium Apartment,2013,95 years 05 months,95,5,95.42,796000
2017-03,2017,3,BUKIT PANJANG,N,4 ROOM,457,SEGAR RD,04 TO 06,93,Premium Apartment,2012,94 years 08 months,94,8,94.67,405000
2017-03,2017,3,BUKIT PANJANG,N,4 ROOM,455,SEGAR RD,13 TO 15,93,Premium Apartment,2012,94 years 08 months,94,8,94.67,428000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1E,CANTONMENT RD,07 TO 09,93,Type S1,2011,92 years 10 months,92,10,92.83,798000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1E,CANTONMENT RD,13 TO 15,93,Type S1,2011,92 years 10 months,92,10,92.83,860000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1E,CANTONMENT RD,13 TO 15,95,Type S1,2011,92 years 11 months,92,11,92.92,920000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1E,CANTONMENT RD,31 TO 33,93,Type S1,2011,92 years 10 months,92,10,92.83,920000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1B,CANTONMENT RD,22 TO 24,96,Type S1,2011,92 years 10 months,92,10,92.83,928000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1C,CANTONMENT RD,19 TO 21,96,Type S1,2011,92 years 11 months,92,11,92.92,940000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1A,CANTONMENT RD,28 TO 30,94,Type S1,2011,92 years 10 months,92,10,92.83,945000
2017-03,2017,3,CENTRAL AREA,Y,4 ROOM,1E,CANTONMENT RD,49 TO 51,94,Type S1,2011,92 years 10 months,92,10,92.83,953000
2017-03,2017,3,CENTRAL AREA,Y,5 ROOM,1D,CANTONMENT RD,10 TO 12,107,Type S2,2011,92 years 10 months,92,10,92.83,940000
2017-03,2017,3,CENTRAL AREA,Y,5 ROOM,1D,CANTONMENT RD,46 TO 48,107,Type S2,2011,92 years 10 months,92,10,92.83,1046000
2017-03,2017,3,CENTRAL AREA,Y,5 ROOM,1G,CANTONMENT RD,40 TO 42,106,Type S2,2011,92 years 10 months,92,10,92.83,1116000
2017-03,2017,3,CHOA CHU KANG,N,4 ROOM,476C,CHOA CHU KANG AVE 5,13 TO 15,92,Model A,2013,95 years 04 months,95,4,95.33,410000
2017-03,2017,3,CLEMENTI,Y,4 ROOM,421,CLEMENTI AVE 1,16 TO 18,92,Model A,2013,95 years 06 months,95,6,95.5,714000
2017-03,2017,3,CLEMENTI,Y,4 ROOM,424,CLEMENTI AVE 1,19 TO 21,99,Model A,2013,95 years 06 months,95,6,95.5,735000
2017-03,2017,3,CLEMENTI,Y,4 ROOM,418,CLEMENTI AVE 1,19 TO 21,99,Model A,2013,95 years 06 months,95,6,95.5,748000
2017-03,2017,3,CLEMENTI,Y,5 ROOM,416,CLEMENTI AVE 1,28 TO 30,113,Improved,2013,95 years 06 months,95,6,95.5,900000
2017-03,2017,3,CLEMENTI,Y,5 ROOM,416,CLEMENTI AVE 1,34 TO 36,113,Improved,2013,95 years 06 months,95,6,95.5,910000
2017-03,2017,3,GEYLANG,Y,4 ROOM,3A,GEYLANG SERAI,07 TO 09,93,Model A,2011,93 years 10 months,93,10,93.83,635000
2017-03,2017,3,GEYLANG,Y,4 ROOM,2B,GEYLANG SERAI,10 TO 12,93,Model A,2011,93 years 09 months,93,9,93.75,645000
2017-03,2017,3,HOUGANG,N,2 ROOM,986B,BUANGKOK CRES,07 TO 09,47,Model A,2012,94 years 02 months,94,2,94.17,255000
2017-03,2017,3,HOUGANG,N,3 ROOM,986B,BUANGKOK CRES,10 TO 12,67,Model A,2012,94 years 02 months,94,2,94.17,340000
2017-03,2017,3,JURONG EAST,N,3 ROOM,23,TEBAN GDNS RD,34 TO 36,72,Model A,2013,95 years 06 months,95,6,95.5,410000
2017-03,2017,3,JURONG EAST,N,5 ROOM,22,TEBAN GDNS RD,01 TO 03,118,Improved,2013,95 years 06 months,95,6,95.5,490000
2017-03,2017,3,JURONG WEST,N,3 ROOM,339A,KANG CHING RD,07 TO 09,67,Model A,2012,94 years,94,0,94,309888
2017-03,2017,3,JURONG WEST,N,3 ROOM,339D,KANG CHING RD,01 TO 03,69,Model A,2012,94 years,94,0,94,325000
2017-03,2017,3,JURONG WEST,N,3 ROOM,339A,KANG CHING RD,19 TO 21,67,Model A,2012,94 years,94,0,94,347000
2017-03,2017,3,JURONG WEST,N,3 ROOM,338B,KANG CHING RD,07 TO 09,67,Model A,2012,94 years,94,0,94,350000
2017-03,2017,3,JURONG WEST,N,4 ROOM,337D,TAH CHING RD,04 TO 06,94,Model A,2010,92 years 01 month,92,1,92.08,386000
2017-03,2017,3,JURONG WEST,N,4 ROOM,339B,KANG CHING RD,01 TO 03,92,Model A,2012,94 years,94,0,94,395000
2017-03,2017,3,JURONG WEST,N,4 ROOM,337D,TAH CHING RD,01 TO 03,94,Model A,2010,92 years 01 month,92,1,92.08,398000
2017-03,2017,3,JURONG WEST,N,4 ROOM,338B,KANG CHING RD,04 TO 06,89,Model A,2012,94 years,94,0,94,413000
2017-03,2017,3,JURONG WEST,N,4 ROOM,339B,KANG CHING RD,19 TO 21,92,Model A,2012,94 years,94,0,94,470000
2017-03,2017,3,JURONG WEST,N,4 ROOM,339B,KANG CHING RD,19 TO 21,92,Model A,2012,94 years,94,0,94,470000
2017-03,2017,3,JURONG WEST,N,5 ROOM,675B,JURONG WEST ST 64,01 TO 03,110,Premium Apartment,2008,90 years 03 months,90,3,90.25,435000
2017-03,2017,3,JURONG WEST,N,5 ROOM,675B,JURONG WEST ST 64,10 TO 12,110,Premium Apartment,2008,90 years 03 months,90,3,90.25,478000
2017-03,2017,3,JURONG WEST,N,5 ROOM,986C,JURONG WEST ST 93,10 TO 12,112,Premium Apartment,2008,90 years 05 months,90,5,90.42,508000
2017-03,2017,3,JURONG WEST,N,5 ROOM,339B,KANG CHING RD,07 TO 09,115,Improved,2012,94 years,94,0,94,538000
2017-03,2017,3,KALLANG/WHAMPOA,Y,3 ROOM,7,BOON KENG RD,07 TO 09,70,DBSS,2011,92 years 11 months,92,11,92.92,608888
2017-03,2017,3,KALLANG/WHAMPOA,Y,4 ROOM,39A,BENDEMEER RD,16 TO 18,92,Model A,2012,94 years 02 months,94,2,94.17,680000
2017-03,2017,3,KALLANG/WHAMPOA,Y,4 ROOM,39A,BENDEMEER RD,25 TO 27,92,Model A,2012,94 years 02 months,94,2,94.17,701888
2017-03,2017,3,KALLANG/WHAMPOA,Y,4 ROOM,38A,BENDEMEER RD,22 TO 24,89,Model A,2012,94 years 02 months,94,2,94.17,710000
2017-03,2017,3,KALLANG/WHAMPOA,Y,5 ROOM,7,BOON KENG RD,10 TO 12,107,DBSS,2011,92 years 11 months,92,11,92.92,820000
2017-03,2017,3,KALLANG/WHAMPOA,Y,5 ROOM,9,BOON KENG RD,19 TO 21,107,DBSS,2011,92 years 10 months,92,10,92.83,865000
2017-03,2017,3,KALLANG/WHAMPOA,Y,5 ROOM,7,BOON KENG RD,13 TO 15,109,DBSS,2011,92 years 10 months,92,10,92.83,868000
2017-03,2017,3,KALLANG/WHAMPOA,Y,5 ROOM,8,BOON KENG RD,34 TO 36,107,DBSS,2011,92 years 10 months,92,10,92.83,900000
2017-03,2017,3,KALLANG/WHAMPOA,Y,5 ROOM,7,BOON KENG RD,22 TO 24,117,DBSS,2011,92 years 11 months,92,11,92.92,979000
2017-03,2017,3,PUNGGOL,N,3 ROOM,601A,PUNGGOL CTRL,01 TO 03,70,Model A,2012,94 years 04 months,94,4,94.33,340000
2017-03,2017,3,PUNGGOL,N,3 ROOM,601A,PUNGGOL CTRL,10 TO 12,70,Model A,2012,94 years 04 months,94,4,94.33,344777
2017-03,2017,3,PUNGGOL,N,3 ROOM,601D,PUNGGOL CTRL,13 TO 15,70,Model A,2012,94 years 05 months,94,5,94.42,365000
2017-03,2017,3,PUNGGOL,N,3 ROOM,305D,PUNGGOL DR,07 TO 09,69,Premium Apartment,2012,94 years 04 months,94,4,94.33,370000
2017-03,2017,3,PUNGGOL,N,3 ROOM,306D,PUNGGOL DR,16 TO 18,67,Premium Apartment,2012,94 years 04 months,94,4,94.33,378000
2017-03,2017,3,PUNGGOL,N,3 ROOM,288C,PUNGGOL PL,10 TO 12,72,Premium Apartment,2013,95 years 01 month,95,1,95.08,390000
2017-03,2017,3,PUNGGOL,N,3 ROOM,306C,PUNGGOL PL,07 TO 09,67,Premium Apartment,2012,94 years 04 months,94,4,94.33,392888
2017-03,2017,3,PUNGGOL,N,4 ROOM,601D,PUNGGOL CTRL,04 TO 06,93,Model A,2012,94 years 04 months,94,4,94.33,400000
2017-03,2017,3,PUNGGOL,N,4 ROOM,614A,EDGEFIELD PLAINS,04 TO 06,92,Model A,2012,94 years 09 months,94,9,94.75,405000
2017-03,2017,3,PUNGGOL,N,4 ROOM,613B,PUNGGOL DR,04 TO 06,93,Model A,2012,94 years 09 months,94,9,94.75,415888
2017-03,2017,3,PUNGGOL,N,4 ROOM,601A,PUNGGOL CTRL,04 TO 06,93,Model A,2012,94 years 04 months,94,4,94.33,420000
2017-03,2017,3,PUNGGOL,N,4 ROOM,602A,PUNGGOL CTRL,04 TO 06,93,Model A,2012,94 years 04 months,94,4,94.33,420000
2017-03,2017,3,PUNGGOL,N,4 ROOM,601D,PUNGGOL CTRL,13 TO 15,94,Model A,2012,94 years 04 months,94,4,94.33,425000
2017-03,2017,3,PUNGGOL,N,4 ROOM,617D,PUNGGOL DR,07 TO 09,93,Premium Apartment,2013,95 years 06 months,95,6,95.5,425000
2017-03,2017,3,PUNGGOL,N,4 ROOM,613D,PUNGGOL DR,10 TO 12,93,Model A,2012,94 years 09 months,94,9,94.75,429000
2017-03,2017,3,PUNGGOL,N,4 ROOM,614A,EDGEFIELD PLAINS,10 TO 12,92,Model A,2012,94 years 09 months,94,9,94.75,430000
2017-03,2017,3,PUNGGOL,N,4 ROOM,612B,PUNGGOL DR,07 TO 09,93,Model A,2012,94 years 09 months,94,9,94.75,435000
2017-03,2017,3,PUNGGOL,N,4 ROOM,615C,EDGEFIELD PLAINS,10 TO 12,96,Model A,2012,94 years 09 months,94,9,94.75,435000
2017-03,2017,3,PUNGGOL,N,4 ROOM,617B,PUNGGOL DR,07 TO 09,93,Premium Apartment,2013,95 years 06 months,95,6,95.5,435000
2017-03,2017,3,PUNGGOL,N,4 ROOM,617D,PUNGGOL DR,10 TO 12,93,Premium Apartment,2013,95 years 06 months,95,6,95.5,435000
2017-03,2017,3,PUNGGOL,N,4 ROOM,619C,PUNGGOL DR,07 TO 09,93,Premium Apartment,2013,95 years 06 months,95,6,95.5,440000
2017-03,2017,3,PUNGGOL,N,4 ROOM,617D,PUNGGOL DR,13 TO 15,93,Premium Apartment,2013,95 years 06 months,95,6,95.5,445000
2017-03,2017,3,PUNGGOL,N,4 ROOM,615A,EDGEFIELD PLAINS,07 TO 09,92,Model A,2012,94 years 09 months,94,9,94.75,445000
2017-03,2017,3,PUNGGOL,N,4 ROOM,615B,EDGEFIELD PLAINS,10 TO 12,95,Model A,2012,94 years 09 months,94,9,94.75,445000
2017-03,2017,3,PUNGGOL,N,4 ROOM,619A,PUNGGOL DR,04 TO 06,93,Premium Apartment,2013,95 years 06 months,95,6,95.5,445000
2017-03,2017,3,PUNGGOL,N,4 ROOM,289B,PUNGGOL PL,01 TO 03,95,Premium Apartment,2013,95 years,95,0,95,450000
2017-03,2017,3,PUNGGOL,N,4 ROOM,268D,PUNGGOL FIELD,10 TO 12,93,Premium Apartment,2013,94 years 10 months,94,10,94.83,450888
2017-03,2017,3,PUNGGOL,N,4 ROOM,288B,PUNGGOL PL,01 TO 03,99,Premium Apartment,2013,95 years,95,0,95,452000
2017-03,2017,3,PUNGGOL,N,4 ROOM,612C,PUNGGOL DR,13 TO 15,93,Model A,2012,94 years 09 months,94,9,94.75,453000
2017-03,2017,3,PUNGGOL,N,4 ROOM,618C,PUNGGOL DR,16 TO 18,93,Premium Apartment,2013,95 years 06 months,95,6,95.5,455000
2017-03,2017,3,PUNGGOL,N,4 ROOM,301A,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,92 years 05 months,92,5,92.42,455688
2017-03,2017,3,PUNGGOL,N,4 ROOM,269C,PUNGGOL FIELD,01 TO 03,97,Premium Apartment,2013,94 years 10 months,94,10,94.83,455888
2017-03,2017,3,PUNGGOL,N,4 ROOM,615C,EDGEFIELD PLAINS,16 TO 18,96,Model A,2012,94 years 09 months,94,9,94.75,457888
2017-03,2017,3,PUNGGOL,N,4 ROOM,612A,PUNGGOL DR,13 TO 15,95,Model A,2012,94 years 09 months,94,9,94.75,458000
2017-03,2017,3,PUNGGOL,N,4 ROOM,288B,PUNGGOL PL,07 TO 09,95,Premium Apartment,2013,95 years,95,0,95,460000
2017-03,2017,3,PUNGGOL,N,4 ROOM,303C,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,92 years 04 months,92,4,92.33,460000
2017-03,2017,3,PUNGGOL,N,4 ROOM,303A,PUNGGOL CTRL,13 TO 15,93,Premium Apartment,2010,92 years 05 months,92,5,92.42,461888
2017-03,2017,3,PUNGGOL,N,4 ROOM,613D,PUNGGOL DR,13 TO 15,93,Model A,2012,94 years 09 months,94,9,94.75,463000
2017-03,2017,3,PUNGGOL,N,4 ROOM,615C,EDGEFIELD PLAINS,16 TO 18,92,Model A,2012,94 years 09 months,94,9,94.75,465000
2017-03,2017,3,PUNGGOL,N,4 ROOM,615A,EDGEFIELD PLAINS,16 TO 18,92,Model A,2012,94 years 09 months,94,9,94.75,465000
2017-03,2017,3,PUNGGOL,N,4 ROOM,615B,EDGEFIELD PLAINS,13 TO 15,92,Model A,2012,94 years 09 months,94,9,94.75,465000
2017-03,2017,3,PUNGGOL,N,4 ROOM,301B,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,92 years 04 months,92,4,92.33,465000
2017-03,2017,3,PUNGGOL,N,4 ROOM,302B,PUNGGOL PL,04 TO 06,93,Premium Apartment,2011,93 years,93,0,93,465000
